,Unnamed: 0,text
1022,129052,State police say nine elementary school students were hurt when a bus crashed on the way to school in Lycoming County.
1023,182689,"Islamabad, May 22 Pakistani President Pervez Musharraf has served notice that he would firmly resist moves to curb his powers or remove him from office, saying he has the support of ``powerful'' friends like the US."
1024,129046,"Winter storm watches have been posted statewide beginning on Tuesday in advance of a large storm system slated to drop more snow, sleet and freezing rain across Connecticut."
1025,31155,"In the midst of a four-game losing streak, the Broncos held a players only meeting on Tuesday."
1026,68417,"Maldives President Mohamed Waheed, pictured in May 2012, announced Maldives would create the world's biggest marine reserve to protect its fisheries and biodiversity at the Rio+20 summit."
1027,62693,"Kenya's inflation maintained its downward trend dropping to 4.14 percent for the month of October, a marginal decrease from September's 5.32 percent, according to the Kenya National Bureau of Statistics."
1028,110769,"After getting treatment abroad for the upper jaw she lost for her heroic act, dog hero Kabang is ready to return to the Philippines."
1029,157173,"The South African mining industry needed much more regulatory certainty, greater efficiencies and improved safety, Gold Fields nonexecutive chairperson Cheryl Carolus said on Thursday."
1030,122549,"Zimbabwe's opposition leader Morgan Tsvangirai will attend a summit next week aimed at saving a troubled power-sharing accord, his party's spokesman said."
1031,101858,"Dallas Eliuk announced his retirement on Tuesday, following a legendary 18-year playing career."
1032,174232,"President Traian Basescu announced, in Oradea, on Sunday, that during the coming weeks, interventions would be made to support the healthcare system that went short of its resources from taxes and the State had to intervene."
1033,108168,"Kirloskar Brothers Limited, a leading global water management solution company, today launched a customer loyalty program at the hands of Alok Kirloskar, Head of Industry Sector Business, Kirloskar Brothers Limited."
1034,82874,"The hospitals will ban early elective childbirth under a pilot program sponsored by the March of Dimes, which maintains that the final weeks of pregnancy are crucial for the baby's development."
1035,142833,Robert De Niro is bringing A Bronx Tale back to Broadway as a musical 20 years after stepping behind the camera to direct a movie adaptation of the play.
1036,62792,"Indian Oil Corporation has launched a probe into the LPG tanker explosion near Chala temple, in Kannur, on Monday night killing two people and causing serious burn injuries to many people in the area."
1037,25831,Nord Stream natural gas pipeline has begun line fill of its 27.5 billion cu m/year Line 1.
1038,175099,"A 57-year-old North Las Vegas man was charged Saturday with murder in the death of his wife, which authorities said was the result of his beating her last month."
1039,117028,A SECURITY guard was held at knifepoint during an attempted robbery at a petrol station in Stretford.
1040,142972,"President Barack Obama released a $950 billion health care reform proposal Monday aimed at pleasing the warring wings of his own party and bringing along skeptical voters, in part by including a provision to put off an unpopular tax on high-cost health insurance plans until 2018."
1041,8160,Word has it that Paula Abdul will be returning to American Idol as a guest for the finale episode later this week.
1042,42240,Finnish airline Finnair said on Thursday it plans to cut around 155 jobs and reduce spending in areas like marketing and procurement in an attempt to boost its profitability.
1043,7560,Artists are invited to submit their spiritual or religious work to the 8th Annual Juried Spiritual Art Show in March.
1044,7582,"German wholesale price inflation eased more than expected in November, data from the Federal Statistical Office showed Tuesday."
1045,18704,"``AIDS has been a powerful agent for change from exposing to overcoming injustices,'' said Dr. Peter Piot, Executive Director of the Joint UN Programme on HIV/AIDS, while attending his last UNAIDS board meeting, which wrapped up yesterday in Geneva."
1046,194057,"Photo by REUTERS/Lior Mizrahi/Pool The Israeli Cabinet approved the Trajtenberg report, which proposes solutions to Israel's socioeconomic problems."
1047,37745,The Asian Development Bank returned to the US dollar bond market yesterday with the pricing of a $3 billion 5-year global benchmark bond issue.
1048,12362,A Shunpike Road laundromat was taken to the cleaners by a fast-acting thief overnight Sunday.
1049,131108,"Trebon, South Bohemia, May 12 - The French-US film Persepolis by directors Marjana Satrapi and Vincent Paronnaud has won the main prize at the AniFest international animated film festival today."
1050,94947,BC's child-welfare watchdog has won an early court date to have her petition against the provincial government heard in BC Supreme Court.
1051,42301,US consumer spending increased in October by 0.7% as incomes rose and inflation remained low.
1052,159988,"US President Barack Obama has said that he intends to ``finish the job'' in Afghanistan, and that his new strategy would break from the policies he had inherited from the Bush administration."
1053,186197,simplybizgalway #busylizzielife New bank framework to go to G20 - The world's top central bankers and regulators last night reached ... http://ht.ly/18jCv6 - about an hour ago
1054,128483,"Hollywood starlets Jennifer Lawrence, Christina Hendricks and Kerry Washington donned their best lunchtime dresses to attend the Foreign Press Association's annual lunch in LA."
1055,60702,"Duty doctor Dr Satish Kumar told newsmen that 3 children died of gastro in a day, while several others have been hospitalized."
1056,74066,China says Japan has been 'hyping up crisis and deliberately creating tension' in the relations between Beijing and Tokyo.
1057,129500,Prosecutors in southeast Missouri are awaiting autopsy results on a pit bull before deciding whether to seek charges against a suspect who allegedly dragged and burned the dog.
1058,170873,"Speakers at a conference on Thursday paid glowing tributes to the late Khan Abdul Qayyum Khan, a great Muslim Leaguer, for his services in the Pakistan Movement and Pakistani politics, particularly in the NWFP."
1059,30712,Los Angeles: ``Men In Black'' star Will Smith is set to make his directorial debut with ``The Redemption Of Cain'' and will also be a part of the cast.
1060,5808,"An offshore natural gas platform sank off Venezuela, and 95 workers were rescued safely, the government said."
1061,112825,"PTI / New Delhi July 29, 2009, 12:42 IST Government today said 150 National Highway development projects are facing cost overruns primarily due to delay in land acquisition, Road Transport and Highways Minister Kamal Nath informed the Rajya Sabha today."
1062,117851,"Apple today introduced Magic Trackpad, a device that brings gestures functionality to Mac desktop computers."
1063,102184,"AP Writer The German government on Wednesday approved a stimulus package aimed at helping Europe's biggest economy weather the financial crisis, with measures including tax breaks on new cars and credit assistance for companies."
1064,161671,A Texarkana jewelry store has been robbed and police are still on the hunt for the suspect.
1065,118984,The hilarious romantic comedy by Shakespeare Much Ado About Nothing starts previews on April 26 at the Festival Theatre.
1066,28321,"A 28-year-old Temecula man was found dead Saturday night in Canyon Lake by police officers investigating reports of a pedestrian walking in a roadway, according to authorities."
1067,140696,There is a new concern at the Webmaster World with many Webmasters reporting that Google is showing their 'robots.txt file' in its SERPS.
1068,184177,"Israeli forces and tanks stormed into the eastern Al-Qarara area, southern Gaza Strip, on Wednesday."
1069,150969,"By Sunny Freeman The Canadian Press Canadians are continuing to heap on non-mortgage debt, despite warnings about the perils of cheap borrowing from top officials, according to a consumer credit study released Thursday."
1070,132306,The revamped Canadian Women's Hockey League sees holding its first player draft as a step towards becoming a professional league.
1071,98931,"Iranian opposition leader Mir Hossein Mousavi plans to unveil a new political front which will keep up a protest campaign against last month's disputed presidential election, an aide said Wednesday."
1072,175667,Internet giant Google today defended plans to photograph millions of British homes and publish the snapshots online.
1073,73582,"KIA is still on the hunt for new dealers in metro areas including Liverpool, Birmingham and Croydon."
1074,14082,A man charged in a deadly hit and run at 9th and Colorado appeared before a judge on Wednesday.
1075,40470,"New Jersey Gov. Chris Christie endorsed former Massachusetts governor Mitt Romney in New Hampshire today, providing the frontrunner for the GOP presidential nomination with a boost on the verge of tonight's New Hampshire debate."
1076,156043,Baywatch star Michael Newman has been secretly battling Parkinson's Disease for the past five years.
1077,55880,"Area residents can get their passport stamped at the Izaak Walton property, N6491 County Trunk K, between 9 am and noon Saturday, May 8, and discover the Niagara Escarpment."
1078,80359,"Sugar manufacturer Tate & Lyle will close its UK final salary pension scheme to future accrual from April, next year."
1079,191690,A woman was shot in the head Wednesday night during a restaurant robbery in Orange County.
1080,153684,Jaskaran rallied into the boys' u-19 third round with a 6-1 win over Shrenik Bhalla on the opening day of the AKSIPS Total tennis Championship being played in Mohali on Friday.
1081,153044,"Presidential Medal of Freedom winner and historian John Hope Franklin, whose work defined the field of African-American history, died from congestive heart failure Wednesday at Duke University hospital."
1082,46441,"The Federal Reserve, working to combat the effects of a serious credit crisis, said Tuesday it had auctioned $30 billion in funds to commercial banks at an interest rate of 3.95 percent."
1083,8385,"The criminal justice system must bite so that criminals can find no place to hide, ANC president Jacob Zuma said on Saturday."
1084,82790,"Lebanese president Michel Sleiman voted in Amshit his hometown in the morning and stated after that, ``the electoral process is about rotation of powers.''"
1085,127078,Five Ghanaian women are reportedly stranded in Bahrain after their sponsors failed to secure them jobs in the Arab country.
1086,191215,"Dr Beatrice Wiafe Addai, President of Breast Care International, on Friday said awareness creation on breast cancer is paramount for the country's healthcare delivery system."
1087,128503,While I am celebrating the arrival of real fall weather I also have to realize some plants don't like the cold.
1088,194856,"The Affordable Care Act extended the Money Follows the Person demonstration grant program through 2016, giving states further options to transition Medicaid beneficiaries living in institutions back to the community."
1089,37213,AN al-Qaida plot to kill the Queen during a state visit to Uganda was foiled late last year by security services.
1090,34951,Chinese technology giant Huawei has offered to provide unrestricted access to its software code as it seeks to counter negative public perceptions that it poses a security risk.
1091,66188,"After the unexpected sight of Alex de Angelis and a satellite spec RC212V leading the Honda challenge on day one in Qatar, new factory Honda rider Andrea Dovizioso restored Repsol pride with a fine fourth position in qualifying."
1092,58666,Emma Watson used to believe love was 'pain' and admits she has made dating mistakes in the past.
1093,65668,Three vehicle lifters were arrested in two separate incidents reported here on Saturday.
1094,38161,"Pontiac - A Pontiac businessman was stabbed to death Thursday inside his novelty store, and a homeless man is in custody in connection with his death, police said."
1095,83771,A 38-year-old Columbus man was hit with a chair while installing a toilet late Tuesday night.
1096,18661,"No matter what you believe about climate change, ocean chemistry doesn't lie."
1097,100330,"Texas Tech reported recruiting violations to the NCAA last summer pertaining to three sports: softball, men's golf and football."
1098,39755,President Barack Obama's counterterrorism adviser said Sunday that authorities ``have to presume'' there might be more potential mail bombs like the ones pulled from planes in England and the United Arab Emirates.
1099,162789,"Cairo - An eight-storey apartment building collapsed on Wednesday in the Egyptian city of Alexandria, killing 25 people in the second deadly accident to hit the country in as many days, according to police and health officials."
1100,135123,A pizza shop is offering a fifteen percent discount to gun owners.
1101,142799,"In just four days, the Edgar girls track and field team will look to defend their state track and field title from last year when they set a girls record with 114 points."
1102,60116,"Gene Simmons says music can save a child's life Kiss frontman Gene Simmons made a surprise appearance at a Sioux Falls benefit concert Saturday, where he spoke of music's power to positively shape children's lives."
1103,58787,Metro is pleased to report that it will be added to the S&P/TSX 60 Index.
1104,180075,A current special survey by the ifo institute in Munich showed that German industry increased its competitiveness more than the EU as a whole.
1105,119412,Sports Writer The Florida Marlins will finish last in the NL East.
1106,94608,Some residents returned to a Coral Springs retirement home after a fatal fire that happened Saturday morning.
1107,88633,An on-duty constable was injured when he was knocked down by a biker at Charkop on Wednesday.
1108,67363,"Jordaan admitted that the noise of the vuvuzela is annoying, but said the organization has taken steps to minimize its effect."
1109,15901,"Danish cycling team Saxo Bank, home of reigning world time-trial champion Fabian Cancellara, will lose its primary sponsor at the end of the season."
1110,180792,"Youth Polish language classes begin Saturday, Feb. 2 at St. Joseph's School, 14 Glenmere Ave.,Florida, for ages five to 15 years from 10 am to 12 noon."
1111,6240,"Toronto, Canada-based Arc Productions has been tapped to animate Matt Hatter Chronicles, a 3D animated series produced by Platinum Films and Dream Mill."
1112,103446,"Jack, the son of the Prince of Darkness, and his fiance Lisa Stelly are expecting their first child together."
1113,146426,"On July 15, 2008, Los Angeles-based chanteuse/songwriter Alu returns with her sophomore album Lobotomy Sessions."
1114,22882,"The influential think tank, the Economist Intelligence Unit, has said in its June 2008 report that there is no prospect of any outside intervention in Burma, although a man-made catastrophe looms in the wake of Cyclone Nargis."
1115,95874,"Facebook has raised US$1.5 billion in its latest funding round, putting its total valuation at $50 billion and leaving no doubt about its swift ascent in recent years to become a major Internet player and challenger to Google."
1116,138941,"Californian utility Southern California Edison has issued a request for offers, seeking new power contracts with independent generators."
1117,131653,"``Syria invited the IAEA and will co-operate with it,'' Assad was quoted by the official SANA news agency as telling journalists during a visit to Kuwait this week."
1118,186358,Pakistan People Party chairman Bilawal Bhutto Zardari on Tuesday said that President Musharraf cannot be trusted to conduct a fair probe into the death of his mother and former Pakistani PM Benazir Bhutto.
1119,39033,"'Celebrity Big Brother' star Jade Goody has been diagnosed with cervical cancer, her spokesman said on Tuesday."
1120,129949,Tampa police have a new tool in their fight against prostitution they hope will clean up the streets for good.
1121,88393,"A Hernando County, Florida man was arrested Tuesday after allegedly pouring beer over his girlfriend's head."
1122,26425,Bloomberg reported that fertilizer producers fell after the US government said pre-harvest corn inventories fell less than analysts forecast.
1123,89664,"Bombings in two Pakistan cities killed 46 people, as militants struck back in the wake of an army offensive against a Taliban stronghold in the northwest near the Afghan border."
1124,140718,"NEW YORK Triple Crown hopeful I'll Have Another has entered the Belmont Stakes detention barn, joining most of the horses he will be facing in his bid to become the first Triple Crown winner in 34 years."
1125,198449,"With its intercity passenger rail equipment nearing an average age of 26 years, Amtrak today is issuing an updated fleet strategy plan that analyzes the company's need to replace its existing conventional and high-speed fleet and manage capacity to meet the forecasted growth in ridership across its national network."
1126,82900,"New inquiry into bio-engineering launched 16 November 2009 The Commons Science and Technology Committee announces its inquiry into bio-engineering, examining how the UK can maintain a globally competititve position in emerging and existing bio-engineering research fields."
1127,35726,SemGroup LP and some of its subsidiaries filed for reorganization under Chapter 11 bankruptcy protection Tuesday morning.
1128,67360,"Who's afraid of Spotify, the giant European online music service that gives you millions of songs free?"
1129,7200,"A 20-year-old Egg Harbor City man was arrested for large amounts of heroin and cash ``consistent with distribution,'' on Tuesday morning, June 5, Galloway Police said Tuesday night."
1130,194093,Finally the operation against Maoists has been launched in Lalgarh in West Midnapur district of West Bengal.
1131,113208,Dozens of dogs boarded a Missouri bus bound for New York on Wednesday.
1132,22849,"A medical helicopter crashed while flying to a children's hospital, killing all four people on bard Thursday morning."
1133,57013,"India and China will cooperate and not compete as there is enough space to accommodate each other, External Affairs minister Pranab Mukherjee said on Saturday."
1134,4921,"VoIP and voice networking solutions developer AudioCodes Ltd. swung to a net loss on lower revenue for the third quarter, missing analysts' revenue and earnings forecasts."
1135,137014,UK shop price inflation rose 1.1 per cent in January according to the BRC Nielsen Shop Price Index.
1136,114380,"An elderly woman has died in a housefire in the Blue Mountains, west of Sydney."
1137,12820,"The Eurozone economic recovery is continuing into the new year, but output growth is slowing, new PMI data reveals."
1138,6078,New Zealand First leader Winston Peters faces a voter backlash in Tauranga that could prove terminal unless his party squeaks across the 5% threshold and he can return to Parliament through the party vote.
1139,174855,Chicago Mayor Rahm Emanuel announces changes to the city's recycling program Monday on Chicago's far North Side.
1140,75382,"US man wins $13 mill civil rights suit Updated: 17:17, Sunday March 10, 2013 A man who was exonerated after spending 13 years in a US prison for murder cried as a federal jury found that two police detectives violated his civil rights by coercing and falsifying testimony and withholding evidence that pointed to his innocence."
1141,5984,"HSBC Holdings was upgraded to neutral from underperform at Macquarie, which said it sees scope for a short-term upward move in the stock following the completion of the bank's 12.5 billion pound rights issue."
1142,129436,US stocks rallied at day's end Tuesday as energy and technology shares led the way and investors snapped up bargain basement prices.
1143,89417,"Financial Sector Reforms Legislation Commission chairman BN Srikrishna on Thursday strongly defended its recommendations, saying everybody needed to be accountable in a democracy."
1144,66472,"The government was seeking cooperation from Blackberry maker as its services had implications for the country's internal security, minister of state for communications and IT Sachin Pilot said on Saturday."
1145,26251,Administration officials say Obama on Friday signed a certification ending the 17-year-old ``don't ask don't tell'' policy.
1146,128872,"IBM has unveiled its ``MobileFirst'' strategy, whereby it's offering products for security, device management, analytics and application development."
1147,18978,"Australia's koalas could be extinct in 30 years, conservationists warned Tuesday, calling for the iconic creatures to be declared an endangered species."
1148,20660,"As part of the golden jubilee celebrations of the state, Maharashtra government will initiate a river water cleaning programme for improving water quality in the next five years."
1149,61615,A Chinese TV journalist who investigated a food safety scandal has been murdered.
1150,105700,"West Ham are considering a fresh bid to lease the Olympic Stadium, although they will not leave Upton Park if unsuccessful."
1151,35558,A new Caribbean women's magazine was launched on Monday in the Bahamas with its goal to press for greater empowerment for women.
1152,159572,"On May 1, Civil unions officially became legal in Pueblo and throughout Colorado."
1153,77617,"The 19th Knesset will open its summer session Monday, and is expected to focus on the budget, haredi draft and peace talks with the Palestinians."
1154,190390,"President Obama met this afternoon with a variety of government, religious, and business leaders behind closed doors to discuss immigration."
1155,102123,"The assault charge against former Springbok star Percy Montgomery was withdrawn on Friday morning, the Independent Online reported."
1156,146307,"The African Nations Cup will go ahead despite an attack by gunmen on the bus carrying the Togo team as the players entered the host country Angola for the tournament, the organisers CAF said today."
1157,90230,"Composer Andrew Lloyd Webber has been diagnosed with prostate cancer, his spokeswoman said Sunday."
1158,187507,Chris Brown pleads Not Guilty for assault and making criminal threats at LA County criminal courthouse this afternoon.
1159,39633,"Support is quietly mounting in the US Congress, especially among Democrats, to extend a payroll tax holiday for 160 million Americans to protect workers from an immediate hit in their take-home pay at the beginning of next year, according to lawmakers."
1160,132882,A series of fronts over the Tasman Sea are expected to move eastwards across the South Island later this weekend.
1161,133233,"The security forces have taken control of Gulistan and Zargai areas, located in North of Hangu and Doaba respectively, ISPR spokesman said here Thursday."
1162,180588,"Kolkata-based Victoria Memorial Hall will publish books on Mizo history and the who's who of the region in English and Hindi, officials said here Thursday."
1163,89997,"A MAN has been banned from an Exmouth street for stalking his former girlfriend, including cycling past her with a golf club in his hand."
1164,102836,A man was stoned to death in Gujrat after his car collided with a motorbike on Thursday.
1165,178136,Tokyo stocks have opened up 1.36 per cent after overseas markets ended last week higher following a move by EU leaders to back tighter budget policing in a desperate bid to save the eurozone.
1166,54990,"The US budget deficit hit a record $1.4 trillion in the just-ended fiscal year, the government said on Friday, as the deep recession and a series of bank rescues cut a gaping hole in public finances."
1167,11403,Parliament Speaker Volodymyr Lytvyn launched his official pages in the VKontakte and Facebook social networks on December 9.
1168,169742,"Hunter Mahan shot a 1-under 71 on Sunday to win the Houston Open, edging out Carl Pettersson by one stroke."
1169,80255,"School District U46 announced two new administrators Thursday, including a second assistant superintendent for elementary schools instruction and equity, a position created by the district's plan to restructure 10 elementary schools."
1170,135479,British R&B star Jay Sean said he would love to work with Rihanna on his next album.
1171,116472,"FOOTBALL hooligans caused havoc in Peyia in Paphos late on Sunday night, following a football match between AEL Limasol and APOP Kiniras-Peyias."
1172,112657,"A hotel worker in Providence, RI, quit his job with gusto, handing his boss his resignation accompanied by a 19-piece marching band."
1173,85396,North Korean officials reportedly threatened to walk away from existing agreements with the United States in a recent meeting in Singapore.
1174,157379,"State Bank of India said on Monday that it has become a signatory investor to the Carbon Disclosure Project, a global initiative for sustainable development."
1175,196831,Google has announced the new LG Nexus 4 smartphone with Android 4.2 Jelly Bean update on it.
1176,77798,Dow Chemical Co. on Thursday announced the management team and structure a new division that will be formed after the company's $15.3 billion acquisition of specialty materials company Rohm and Haas Co. closes.
1177,45040,A snowmobile accident in Spanish Fork Canyon sent a 75-year old Salt Lake City man to the hospital in critical condition Tuesday afternoon.
1178,143776,"Banks are sabotaging the Financial Sector Charter because they cannot get their own way on lower broad-based black economic empowerment standards, the Financial Sector Charter Council said on Friday."
1179,160854,A controversial PNG businessman appears in court on fraud charges after returning from extended stay in Australia.
1180,109028,"Montenegro has achieved progress in meeting World Customs Organisation standards, in customs system development in general and has established excellent regional cooperation in this area, said WCO Secretary-General Kunio Mikuriya at his meeting with Prime Minister Igor Luksic, Balkan Business News edition announced."
1181,121793,"Central banks continued to buy more gold than they sold in November, with preliminary data for December showing Russia and Kazakhstan leading the charge."
1182,111428,The EUR/USD is consolidating at the lows which might indicate a correction in prices.
1183,187416,"The London 2012 Olympics will be the first to be broadcast live in 3-D, Japanese electronics giant Panasonic announced on Wednesday."
1184,145522,"NORTHPORT, Ala. A Northport couple faces capital murder charges in the death of their infant son."
1185,183062,"It is not logical for Greek farmers to solve their own problems by causing damage to their Bulgarian colleagues, Minister of Agriculture and Food Miroslav Naydenov said in the parliament's lobby, commenting on the blockade on the Bulgarian-Greek border, FOCUS News Agency reports."
1186,81817,A bookkeeper from Rhode Island has been charged with stealing thousands of dollars from a New Hampshire company and gambling much of it away.
1187,28943,"In our view, 25 bps hike would have been sufficient since along with accentuating inflationary pressures, downside risks to growth are also clearly emerging."
1188,189253,Na Piarsaigh claimed the Limerick senior hurling league title in the Gaelic Grounds last Thursday evening with a 3-20 to 2-14 win over county champions Kilmallock.
1189,49650,A Derby woman who was born with two uteruses delivered two babies at Buffalo's Women and Children's Hospital.
1190,7861,"Del Monte Foods Co. sold $1.3 billion of eight-year senior notes on Tuesday, part of a $4.75 billion debt offering to fund its leveraged buyout by a private-equity consortium led by Kohlberg Kravis Roberts & Co."
1191,178099,"Greencore, the UK's leading sandwich-maker, has held talks with private equity companies over a potential sale of the group, just months after it failed in an attempt to buy giant rival Northern Foods."
1192,93465,"Time magazine announced Facebook founder Mark Zuckerberg is the 2010 Person of the Year, which may be a portent for tech stocks and the market overall, even though the social-networking outfit remains privately held."
1193,153839,A man accused of shooting at several people last year in Perry County is sentenced.
1194,4334,"A morning crash today, June 30, sent a motorcyclist to a local hospital, according to Middletown police."
1195,182919,"Bolivia was split in two by protests and roadblocks on Friday, a day after eight people died in clashes between opponents and supporters of leftist President Evo Morales."
1196,59607,"Iran is ready to build power plants and electricity installations in the African state Guinea-Bissau, the Iranian energy minister announced."
1197,178040,"The Green Bay Packers have used their franchise tag on nose tackle Ryan Pickett, keeping the hefty center of their 3-4 defense at a hefty sum."
1198,49256,"Nepal has banned the export of rice and other grains to prevent the possibility of food shortages and curtail price increases, a government official said Thursday."
1199,194653,Iran and Russia signed two deals for boosting bilateral trade in Moscow on Tuesday.
1200,127762,"Over the next few months, fourth grade students at Wallace Elementary School, along with Wallace Middle School students, will be raising rainbow trout in their classrooms."
1201,5577,"Women voters, long taken for granted by Hillary Clinton as she gave speeches about making history as the first female American president, are deserting her in droves for her rival Barack Obama."
1202,48,"Business Process Outsourcing company Adventity has partnered another BPO firm Fostera, promoted to set up a rural BPO unit in Krishnagiri in Tamil Nadu."
1203,28546,"Indianapolis-based Brightpoint Inc., a global distributor of cell phones and other wireless devices, is being acquired in $840 million deal by a California company."
1204,24379,Thousands of people lined up in Modesto on Tuesday to apply for Section 8 housing.
1205,139625,Jared Harris has revealed that he loved doing his fight scenes in 'Sherlock Holmes:
1206,51730,RICHMOND tall Graham Polak has made an encouraging return to senior-level football in the scratch match at Gosch's Paddock on Thursday.
1207,108213,The Parker school board revisited an opt out of the state property tax freeze on Monday night.
1208,57893,Citicourt Investment Partners has secured funding from investors in New York and the Middle East for a UK investment drive.
1209,163124,"Dr Kaunda broke down upon arrival from Zimbabwe, where he had gone to bring his wife's body back to Zambia."
1210,34905,Here we go again with the rumors that the iPhone 5--or whatever Apple chooses to call its fifth-generation iPhone--will have a larger screen.
1211,81520,Millions of people want to know how to lose stomach fat.
1212,101619,"Russians ranked first among foreign citizens purchasing real estate in Turkey with 2,313 properties in the last year."
1213,146989,"The 17-year-old Italian, Matteo Manassero defeated the veteran South African Charl Schwartzel in the second round of the World Golf Championships Accenture Match Play on Thursday."
1214,70343,Threadneedle has launched a multi-asset absolute return fund for head of multi-asset allocation Toby Nangle.
1215,119293,"Hollywood actress Demi Moore has posted unflattering photos of herself on micro-blogging site Twitter, poking fun at herself."
1216,92639,Reese Witherspoon has once again confirmed that Robert Pattinson has a girlfriend when doing a recent interview with an Australian magazine.
1217,25990,Axa has launched a pooled Sipp aimed at offering a tax efficient way for families or business partners to invest together.
1218,49599,Fabio Capello says he plans to relax rather than return to coaching in Italy after blaming a ``misunderstanding'' for his exit from England job.
1219,3310,Brooke Shields shares personal memories of Michael Jackson at memorial‎
1220,189255,"Letterkenny Town Council has passed it's budget for 2010, with expenditure of just over 7.3 million planned for the year."
1221,34046,"The Libyan stock market closed trading on Wednesday up by 20.83 points, or 1.55%, compared to the previous session at 1368.92 points."
1222,23632,"We the Kings are coming to the Pageant with Breathe Carolina, T. Mills and the Ready Set on the bill."
1223,161936,"Finance minister, Palaniappan Chidambaram, said on Thursday that pressure on prices remained but there were signs that Reserve Bank of India moves to tighten policy and lower inflation was working."
1224,74340,"A Bosnian couple enslaved a German girl for eight years, starving and beating her, local media have reported."
1225,117346,"Mumbai , Feb 28 Expressing concern over the declining practice of philanthropy, Maharashtra Governor SC Jamir today called for collective efforts to revive individual and collective philanthropy."
1226,145518,Former India captain Sourav Ganguly Saturday said that VVS Laxman has sent out a ''loud and clear'' message to the selectors by deciding to quit international cricket with immediate effect.
1227,26500,"Development starts from the village and not from the top, said Pangnyu Phom, parliamentary for Secy RD & SIRD while inaugurating the new village today at Wokha as New Wokha Village."
1228,105357,"It's a boy for Reese Witherspoon and husband, Jim Toth."
1229,103792,Manitoba justice officials are planning to kick a mentally ill killer out of the province because they no longer have the ability to control him.
1230,186975,NEW YORK Michelle Obama and Jill Biden are scheduled to attend the World Series opener in St. Louis on Wednesday night to honor military veterans.
1231,49683,CLARETS' defender Richard Eckersley has joined League Two promotion hopefuls Bury on emergency loan for the rest of the regular season.
1232,42885,"Werner Herzog, genius filmmaker and brazen German eccentric, is directing a live webcast from The Killers, best known as that band I'm not sure is still popular or not."
1233,161473,A fugitive from Texas who was wanted by the US Marshals Service has been caught in White County.
1234,87052,"The Spanish economy registered zero growth in the third quarter this year, according to figures released Friday."
1235,35680,A Kingston man was treated and released from Berger Hospital in Circleville after an early-morning motorcycle crash Thursday.
1236,161228,American singer-songwriter Sheryl Crow said on Facebook she is ``healthy and happy'' despite being diagnosed with a benign brain tumor.
1237,100255,"A low pressure system over the Tasman Sea is expected to move slowly eastwards during Tuesday, spreading a moist northerly flow and rain across the west and south of the South Island."
